"PLOT"	"SPECIES"	"HEIGHT"	"STATUS"	"HEIGHT.log"	"LIGHT.log"
4	"PREMON"	23	0	1.36172783601759	0.0715138050950892
4	"PREMON"	38	1	1.57978359661681	0.0715138050950892
4	"PREMON"	32	1	1.50514997831991	0.0715138050950892
4	"PREMON"	50	1	1.69897000433602	0.0715138050950892
4	"SCHMOR"	11	0	1.04139268515822	0.0715138050950892
4	"PREMON"	38	1	1.57978359661681	0.0715138050950892
4	"PREMON"	61	1	1.78532983501077	0.0715138050950892
4	"PREMON"	38	1	1.57978359661681	0.0715138050950892
4	"PREMON"	47	1	1.67209785793572	0.0715138050950892
4	"GUAGUI"	15	0	1.17609125905568	0.0715138050950892
4	"GUAGUI"	14	0	1.14612803567824	0.0715138050950892
4	"GUAGUI"	10.2	0	1.00860017176192	0.0715138050950892
4	"GUAGUI"	10	0	1	0.0715138050950892
4	"GUAGUI"	21	0	1.32221929473392	0.0715138050950892
4	"DACEXC"	16	0	1.20411998265592	0.0715138050950892
4	"PREMON"	24	0	1.38021124171161	0.0715138050950892
4	"GUAGUI"	10	0	1	0.0715138050950892
4	"GUAGUI"	36	0	1.55630250076729	0.0715138050950892
4	"PREMON"	24	0	1.38021124171161	0.0715138050950892
4	"PREMON"	25	0	1.39794000867204	0.0715138050950892
4	"PREMON"	22	1	1.34242268082221	0.0715138050950892
4	"PREMON"	18	0	1.25527250510331	0.0715138050950892
4	"PSYBRA"	85	1	1.92941892571429	0.0715138050950892
4	"PREMON"	53	1	1.72427586960079	0.0715138050950892
4	"PREMON"	33	0	1.51851393987789	0.0715138050950892
4	"PREMON"	15	0	1.17609125905568	0.0715138050950892
4	"PREMON"	28	1	1.44715803134222	0.0715138050950892
4	"PREMON"	28	1	1.44715803134222	0.0715138050950892
4	"PREMON"	25	1	1.39794000867204	0.0715138050950892
4	"PREMON"	65	1	1.81291335664286	0.0715138050950892
4	"PREMON"	60	1	1.77815125038364	0.0715138050950892
4	"GUAGUI"	13	0	1.11394335230684	0.0715138050950892
4	"PREMON"	19	1	1.27875360095283	0.0715138050950892
4	"PREMON"	14	0	1.14612803567824	0.0715138050950892
4	"PREMON"	30	1	1.47712125471966	0.0715138050950892
4	"PREMON"	39	1	1.5910646070265	0.0715138050950892
4	"PREMON"	30	1	1.47712125471966	0.0715138050950892
4	"PREMON"	74	1	1.86923171973098	0.0715138050950892
4	"PREMON"	50	1	1.69897000433602	0.0715138050950892
4	"PREMON"	33	1	1.51851393987789	0.0715138050950892
4	"PREMON"	15	1	1.17609125905568	0.0715138050950892
4	"PREMON"	20	0	1.30102999566398	0.0715138050950892
4	"PREMON"	20	0	1.30102999566398	0.0715138050950892
4	"PREMON"	38	1	1.57978359661681	0.0715138050950892
4	"PREMON"	20	1	1.30102999566398	0.0715138050950892
4	"PREMON"	11	1	1.04139268515822	0.0715138050950892
4	"PREMON"	20	1	1.30102999566398	0.0715138050950892
4	"PREMON"	33	1	1.51851393987789	0.0715138050950892
4	"PREMON"	17	0	1.23044892137827	0.0715138050950892
4	"PREMON"	31	1	1.49136169383427	0.0715138050950892
4	"PREMON"	25	1	1.39794000867204	0.0715138050950892
4	"PREMON"	11	0	1.04139268515822	0.0715138050950892
4	"PREMON"	21	1	1.32221929473392	0.0715138050950892
4	"PREMON"	14	1	1.14612803567824	0.0715138050950892
4	"PREMON"	30	1	1.47712125471966	0.0715138050950892
4	"PREMON"	28	1	1.44715803134222	0.0715138050950892
4	"PREMON"	20	1	1.30102999566398	0.0715138050950892
4	"PREMON"	22	1	1.34242268082221	0.0715138050950892
4	"PREMON"	28	0	1.44715803134222	0.0715138050950892
4	"PREMON"	32	1	1.50514997831991	0.0715138050950892
4	"PREMON"	23	1	1.36172783601759	0.0715138050950892
4	"PREMON"	28	0	1.44715803134222	0.0715138050950892
4	"PREMON"	30	1	1.47712125471966	0.0715138050950892
4	"PREMON"	16	0	1.20411998265592	0.0715138050950892
4	"PREMON"	40	1	1.60205999132796	0.0715138050950892
4	"PREMON"	35	0	1.54406804435028	0.0715138050950892
4	"PREMON"	30	1	1.47712125471966	0.0715138050950892
4	"PREMON"	37	1	1.56820172406699	0.0715138050950892
4	"PREMON"	35	1	1.54406804435028	0.0715138050950892
4	"PREMON"	33	1	1.51851393987789	0.0715138050950892
4	"PREMON"	20	1	1.30102999566398	0.0715138050950892
4	"PREMON"	30	1	1.47712125471966	0.0715138050950892
4	"TETBAL"	18	1	1.25527250510331	0.0715138050950892
4	"PREMON"	42	1	1.6232492903979	0.0715138050950892
4	"PREMON"	26	1	1.41497334797082	0.0715138050950892
4	"PREMON"	34	1	1.53147891704226	0.0715138050950892
4	"PREMON"	50	1	1.69897000433602	0.0715138050950892
4	"PREMON"	30	0	1.47712125471966	0.0715138050950892
4	"GUAGUI"	22	0	1.34242268082221	0.0715138050950892
4	"PREMON"	30	0	1.47712125471966	0.0715138050950892
4	"GUAGUI"	28	0	1.44715803134222	0.0715138050950892
4	"PREMON"	49	1	1.69019608002851	0.0715138050950892
4	"SAPLAU"	16	0	1.20411998265592	0.0715138050950892
4	"PREMON"	40	1	1.60205999132796	0.0715138050950892
4	"PREMON"	48	1	1.68124123737559	0.0715138050950892
4	"PREMON"	44	1	1.64345267648619	0.0715138050950892
4	"MANBID"	12	1	1.07918124604762	0.0715138050950892
4	"PSYMAL"	40	1	1.60205999132796	0.0715138050950892
4	"PSYMAL"	30	1	1.47712125471966	0.0715138050950892
4	"PREMON"	55	1	1.74036268949424	0.0715138050950892
4	"PREMON"	34	1	1.53147891704226	0.0715138050950892
4	"PREMON"	28.5	1	1.45484486000851	0.0715138050950892
4	"PREMON"	30	0	1.47712125471966	0.0715138050950892
4	"PREMON"	32	1	1.50514997831991	0.0715138050950892
4	"PSYMAL"	15	1	1.17609125905568	0.0715138050950892
4	"GUAGUI"	13	0	1.11394335230684	0.0715138050950892
4	"PREMON"	16	0	1.20411998265592	0.0715138050950892
4	"PSYMAL"	37	1	1.56820172406699	0.0715138050950892
4	"GUAGUI"	22	0	1.34242268082221	0.0715138050950892
4	"PSYMAL"	32	1	1.50514997831991	0.0715138050950892
4	"PREMON"	34	1	1.53147891704226	0.0715138050950892
4	"PSYMAL"	24	1	1.38021124171161	0.0715138050950892
4	"PREMON"	50	1	1.69897000433602	0.0715138050950892
4	"GUAGUI"	12	1	1.07918124604762	0.0715138050950892
4	"GUAGUI"	16	0	1.20411998265592	0.0715138050950892
4	"PREMON"	44	1	1.64345267648619	0.0715138050950892
4	"GUAGUI"	16	0	1.20411998265592	0.0715138050950892
4	"MANBID"	17	1	1.23044892137827	0.0715138050950892
4	"PREMON"	30	1	1.47712125471966	0.0715138050950892
4	"PREMON"	40	1	1.60205999132796	0.0715138050950892
4	"PREMON"	41	1	1.61278385671974	0.0715138050950892
4	"GUAGUI"	11	0	1.04139268515822	0.0715138050950892
5	"GUAGUI"	16	0	1.20411998265592	0.061829307294699
5	"GUAGUI"	12	0	1.07918124604762	0.061829307294699
5	"GUAGUI"	28	0	1.44715803134222	0.061829307294699
5	"PREMON"	28	1	1.44715803134222	0.061829307294699
5	"GUAGUI"	10.6	1	1.02530586526477	0.061829307294699
5	"PIPGLA"	14	0	1.14612803567824	0.061829307294699
5	"GUAGUI"	10.5	0	1.02118929906994	0.061829307294699
5	"GUAGUI"	12	0	1.07918124604762	0.061829307294699
6	"GUAGUI"	10	0	1	0.0429690733931801
6	"SLOBER"	18	0	1.25527250510331	0.0429690733931801
6	"SLOBER"	14.2	0	1.15228834438306	0.0429690733931801
6	"MYRSPL"	13	1	1.11394335230684	0.0429690733931801
6	"PREMON"	18	1	1.25527250510331	0.0429690733931801
6	"GUAGUI"	12	0	1.07918124604762	0.0429690733931801
6	"GUAGUI"	13	0	1.11394335230684	0.0429690733931801
6	"ROYBOR"	23.5	0	1.37106786227174	0.0429690733931801
6	"PIPGLA"	12	0	1.07918124604762	0.0429690733931801
6	"PIPGLA"	11.5	1	1.06069784035361	0.0429690733931801
6	"ROYBOR"	41	0	1.61278385671974	0.0429690733931801
6	"GUAGUI"	13.5	1	1.13033376849501	0.0429690733931801
6	"GUAGUI"	15	0	1.17609125905568	0.0429690733931801
6	"SLOBER"	12	1	1.07918124604762	0.0429690733931801
6	"GUAGUI"	12	0	1.07918124604762	0.0429690733931801
6	"GUAGUI"	12.5	0	1.09691001300806	0.0429690733931801
6	"GUAGUI"	14	0	1.14612803567824	0.0429690733931801
6	"PREMON"	21.5	0	1.33243845991561	0.0429690733931801
6	"SLOBER"	15	0	1.17609125905568	0.0429690733931801
7	"SCHMOR"	11.5	1	1.06069784035361	0.113609151073028
7	"GUAGUI"	16.5	0	1.21748394421391	0.113609151073028
7	"GUAGUI"	12	1	1.07918124604762	0.113609151073028
7	"GUAGUI"	14	1	1.14612803567824	0.113609151073028
7	"TETBAL"	26	1	1.41497334797082	0.113609151073028
7	"HOMRAC"	41.5	1	1.61804809671209	0.113609151073028
7	"ROYBOR"	37	0	1.56820172406699	0.113609151073028
7	"GUAGUI"	17	0	1.23044892137827	0.113609151073028
7	"GUAGUI"	10.5	1	1.02118929906994	0.113609151073028
7	"PREMON"	40	1	1.60205999132796	0.113609151073028
7	"HOMRAC"	26	1	1.41497334797082	0.113609151073028
7	"SLOBER"	33	1	1.51851393987789	0.113609151073028
7	"GUAGUI"	18	1	1.25527250510331	0.113609151073028
7	"ROYBOR"	35.5	0	1.55022835305509	0.113609151073028
7	"GUAGUI"	12	1	1.07918124604762	0.113609151073028
7	"OCOSIN"	16	1	1.20411998265592	0.113609151073028
7	"GUAGUI"	16	0	1.20411998265592	0.113609151073028
8	"SLOBER"	17.5	0	1.24303804868629	0.0409976924234906
8	"HOMRAC"	15.5	1	1.19033169817029	0.0409976924234906
8	"PSYBER"	22.5	0	1.35218251811136	0.0409976924234906
8	"OCOSIN"	13.5	1	1.13033376849501	0.0409976924234906
9	"GUAGUI"	16.5	1	1.21748394421391	0.0802656273398448
9	"TETBAL"	13.2	0	1.12057393120585	0.0802656273398448
9	"TETBAL"	14	0	1.14612803567824	0.0802656273398448
9	"GUAGUI"	24	1	1.38021124171161	0.0802656273398448
9	"GUAGUI"	17	1	1.23044892137827	0.0802656273398448
9	"PREMON"	26	0	1.41497334797082	0.0802656273398448
9	"GUAGUI"	17	0	1.23044892137827	0.0802656273398448
10	"INGLAU"	29	1	1.46239799789896	0.0744507189545912
10	"GUAGUI"	14	0	1.14612803567824	0.0744507189545912
10	"ROYBOR"	35	0	1.54406804435028	0.0744507189545912
10	"GUAGUI"	10	1	1	0.0744507189545912
10	"GUAGUI"	15.5	0	1.19033169817029	0.0744507189545912
10	"GUAGUI"	14	0	1.14612803567824	0.0744507189545912
10	"HOMRAC"	13.5	0	1.13033376849501	0.0744507189545912
11	"GUAGUI"	19	1	1.27875360095283	0.0603200286882852
11	"GUAGUI"	20.5	1	1.31175386105575	0.0603200286882852
11	"PSYBRA"	49	1	1.69019608002851	0.0603200286882852
11	"PSYBRA"	16.5	1	1.21748394421391	0.0603200286882852
11	"DACEXC"	21	0	1.32221929473392	0.0603200286882852
11	"GUAGLA"	21	1	1.32221929473392	0.0603200286882852
11	"PREMON"	21	0	1.32221929473392	0.0603200286882852
11	"GUAGLA"	47.5	1	1.67669360962487	0.0603200286882852
11	"GUAGUI"	16	1	1.20411998265592	0.0603200286882852
11	"SLOBER"	10	0	1	0.0603200286882852
11	"SLOBER"	13	1	1.11394335230684	0.0603200286882852
11	"CROPOE"	22.5	1	1.35218251811136	0.0603200286882852
11	"CROPOE"	18	1	1.25527250510331	0.0603200286882852
11	"OCOLEU"	12	1	1.07918124604762	0.0603200286882852
11	"PREMON"	37	1	1.56820172406699	0.0603200286882852
11	"OCOSIN"	15	1	1.17609125905568	0.0603200286882852
11	"SLOBER"	18.5	0	1.26717172840301	0.0603200286882852
11	"SLOBER"	10	0	1	0.0603200286882852
11	"GUAGUI"	17	0	1.23044892137827	0.0603200286882852
11	"SLOBER"	18.5	0	1.26717172840301	0.0603200286882852
11	"SLOBER"	19	1	1.27875360095283	0.0603200286882852
11	"PREMON"	26.5	1	1.42324587393681	0.0603200286882852
11	"CROPOE"	12	1	1.07918124604762	0.0603200286882852
11	"TABHET"	42.5	1	1.62838893005031	0.0603200286882852
11	"SLOBER"	15	0	1.17609125905568	0.0603200286882852
11	"GUAGUI"	12	1	1.07918124604762	0.0603200286882852
11	"PSESPU"	30	1	1.47712125471966	0.0603200286882852
11	"CROPOE"	10.5	1	1.02118929906994	0.0603200286882852
11	"ROYBOR"	31.5	0	1.4983105537896	0.0603200286882852
11	"ROYBOR"	20	0	1.30102999566398	0.0603200286882852
11	"PREMON"	31	1	1.49136169383427	0.0603200286882852
11	"GUAGLA"	15	1	1.17609125905568	0.0603200286882852
11	"SLOBER"	11.7	1	1.06818586174616	0.0603200286882852
11	"GUAGUI"	11	0	1.04139268515822	0.0603200286882852
11	"SLOBER"	13	1	1.11394335230684	0.0603200286882852
11	"GUAGUI"	13	0	1.11394335230684	0.0603200286882852
11	"SLOBER"	18	0	1.25527250510331	0.0603200286882852
11	"OCOSIN"	11	1	1.04139268515822	0.0603200286882852
11	"SCHMOR"	19	0	1.27875360095283	0.0603200286882852
11	"GUAGUI"	11	0	1.04139268515822	0.0603200286882852
11	"OCOSIN"	11	0	1.04139268515822	0.0603200286882852
11	"GUAGUI"	18	1	1.25527250510331	0.0603200286882852
11	"OCOSIN"	20	0	1.30102999566398	0.0603200286882852
11	"PREMON"	33	0	1.51851393987789	0.0603200286882852
11	"GUAGUI"	10	0	1	0.0603200286882852
11	"GUAGUI"	15	1	1.17609125905568	0.0603200286882852
11	"SLOBER"	13.5	1	1.13033376849501	0.0603200286882852
11	"CROPOE"	14	1	1.14612803567824	0.0603200286882852
11	"SLOBER"	17	1	1.23044892137827	0.0603200286882852
12	"CASSYL"	10	1	1	0.0674428427763807
12	"DACEXC"	20	0	1.30102999566398	0.0674428427763807
12	"MICPRA"	36	1	1.55630250076729	0.0674428427763807
12	"PREMON"	42	1	1.6232492903979	0.0674428427763807
12	"TETBAL"	36	1	1.55630250076729	0.0674428427763807
12	"PREMON"	25	0	1.39794000867204	0.0674428427763807
12	"PREMON"	31.5	0	1.4983105537896	0.0674428427763807
12	"PIPGLA"	12	0	1.07918124604762	0.0674428427763807
12	"CROPOE"	10	1	1	0.0674428427763807
12	"SLOBER"	73	1	1.86332286012046	0.0674428427763807
12	"PREMON"	15	0	1.17609125905568	0.0674428427763807
12	"PREMON"	34	0	1.53147891704226	0.0674428427763807
12	"HIRRUG"	18	0	1.25527250510331	0.0674428427763807
12	"PIPGLA"	11	0	1.04139268515822	0.0674428427763807
12	"INGLAU"	13	1	1.11394335230684	0.0674428427763807
12	"PREMON"	15	0	1.17609125905568	0.0674428427763807
13	"PSYBRA"	115	1	2.06069784035361	0.0666985504229953
13	"PSYBRA"	41	1	1.61278385671974	0.0666985504229953
13	"PSYBRA"	50	1	1.69897000433602	0.0666985504229953
13	"PREMON"	48.5	1	1.68574173860226	0.0666985504229953
13	"SLOBER"	15	1	1.17609125905568	0.0666985504229953
13	"DACEXC"	30	0	1.47712125471966	0.0666985504229953
13	"GUAGUI"	15	0	1.17609125905568	0.0666985504229953
13	"SLOBER"	11.5	1	1.06069784035361	0.0666985504229953
13	"GUAGUI"	16	0	1.20411998265592	0.0666985504229953
13	"PSYBRA"	67	1	1.82607480270083	0.0666985504229953
13	"PSYBRA"	79	1	1.89762709129044	0.0666985504229953
14	"PSYMAL"	69	0	1.83884909073726	0.0413926851582251
14	"PREMON"	32.2	0	1.50785587169583	0.0413926851582251
14	"PSYMAL"	23	1	1.36172783601759	0.0413926851582251
14	"PSYMAL"	38	1	1.57978359661681	0.0413926851582251
14	"PSYBRA"	14	1	1.14612803567824	0.0413926851582251
14	"PSYMAL"	50	1	1.69897000433602	0.0413926851582251
14	"SLOBER"	15	1	1.17609125905568	0.0413926851582251
14	"PSYMAL"	27	1	1.43136376415899	0.0413926851582251
14	"PSYMAL"	47	1	1.67209785793572	0.0413926851582251
14	"PSYBRA"	48	1	1.68124123737559	0.0413926851582251
14	"PSYMAL"	32	1	1.50514997831991	0.0413926851582251
14	"PSYBRA"	10	1	1	0.0413926851582251
14	"SLOBER"	19	1	1.27875360095283	0.0413926851582251
14	"SLOBER"	16	1	1.20411998265592	0.0413926851582251
14	"PSYBRA"	84	1	1.92427928606188	0.0413926851582251
14	"PSYBRA"	11	0	1.04139268515822	0.0413926851582251
14	"INGLAU"	191	1	2.28103336724773	0.0413926851582251
14	"LASLAN"	20	1	1.30102999566398	0.0413926851582251
14	"SLOBER"	15	1	1.17609125905568	0.0413926851582251
14	"PREMON"	12.5	0	1.09691001300806	0.0413926851582251
14	"PREMON"	17	1	1.23044892137827	0.0413926851582251
14	"PREMON"	14	1	1.14612803567824	0.0413926851582251
14	"PREMON"	15	0	1.17609125905568	0.0413926851582251
15	"DACEXC"	15	0	1.17609125905568	0.0891983668051489
15	"DACEXC"	16	0	1.20411998265592	0.0891983668051489
15	"CHIDOM"	15	1	1.17609125905568	0.0891983668051489
15	"DACEXC"	20	0	1.30102999566398	0.0891983668051489
15	"DACEXC"	24	0	1.38021124171161	0.0891983668051489
15	"HIRRUG"	80.7	1	1.90687353472207	0.0891983668051489
15	"GUAGUI"	10	1	1	0.0891983668051489
15	"TRIPAL"	42	1	1.6232492903979	0.0891983668051489
15	"HIRRUG"	141	1	2.14921911265538	0.0891983668051489
15	"CASARB"	16	1	1.20411998265592	0.0891983668051489
15	"GUAGUI"	10	0	1	0.0891983668051489
16	"SAPLAU"	14	0	1.14612803567824	0.141449773400467
16	"PSYDEF"	150	1	2.17609125905568	0.141449773400467
16	"SLOBER"	29	1	1.46239799789896	0.141449773400467
16	"PREMON"	30	0	1.47712125471966	0.141449773400467
16	"PSYBER"	10	0	1	0.141449773400467
16	"SLOBER"	160	1	2.20411998265593	0.141449773400467
16	"SCHMOR"	32	1	1.50514997831991	0.141449773400467
16	"PREMON"	24	1	1.38021124171161	0.141449773400467
16	"PSYBRA"	56	1	1.7481880270062	0.141449773400467
16	"PSYBRA"	56	1	1.7481880270062	0.141449773400467
16	"MYRDEF"	190	1	2.27875360095283	0.141449773400467
16	"PSYBRA"	20	0	1.30102999566398	0.141449773400467
16	"PSYBER"	147	0	2.16731733474818	0.141449773400467
16	"SCHMOR"	30	0	1.47712125471966	0.141449773400467
17	"MANBID"	12	1	1.07918124604762	0.124178055474675
17	"MATDOM"	10	0	1	0.124178055474675
17	"MANBID"	15	0	1.17609125905568	0.124178055474675
17	"SCHMOR"	10	1	1	0.124178055474675
17	"OCOLEU"	10	1	1	0.124178055474675
17	"SCHMOR"	24	0	1.38021124171161	0.124178055474675
17	"SCHMOR"	18.5	1	1.26717172840301	0.124178055474675
17	"MANBID"	22.5	0	1.35218251811136	0.124178055474675
17	"MANBID"	16	1	1.20411998265592	0.124178055474675
17	"MANBID"	32.5	1	1.51188336097887	0.124178055474675
17	"GUAGUI"	14	0	1.14612803567824	0.124178055474675
17	"MANBID"	13.5	1	1.13033376849501	0.124178055474675
17	"MANBID"	13	0	1.11394335230684	0.124178055474675
17	"MANBID"	12.5	1	1.09691001300806	0.124178055474675
17	"SAPLAU"	11	0	1.04139268515822	0.124178055474675
17	"MANBID"	83	1	1.91907809237607	0.124178055474675
17	"ALCLAT"	10	0	1	0.124178055474675
17	"TETBAL"	21.5	1	1.33243845991561	0.124178055474675
17	"OCOLEU"	22	1	1.34242268082221	0.124178055474675
17	"MATDOM"	11	0	1.04139268515822	0.124178055474675
17	"MANBID"	24	1	1.38021124171161	0.124178055474675
17	"SCHMOR"	18	0	1.25527250510331	0.124178055474675
17	"PSYBRA"	13	0	1.11394335230684	0.124178055474675
17	"PREMON"	40	0	1.60205999132796	0.124178055474675
17	"GUAGUI"	20	0	1.30102999566398	0.124178055474675
17	"PSYBRA"	10	0	1	0.124178055474675
17	"TETBAL"	18	0	1.25527250510331	0.124178055474675
17	"GUAGUI"	11	0	1.04139268515822	0.124178055474675
17	"PSYBRA"	39	1	1.5910646070265	0.124178055474675
17	"GUAGUI"	10	1	1	0.124178055474675
17	"MANBID"	10	0	1	0.124178055474675
17	"GUAGUI"	14	1	1.14612803567824	0.124178055474675
17	"GUAGUI"	10.5	0	1.02118929906994	0.124178055474675
18	"INGLAU"	13.5	0	1.13033376849501	0.109240968588203
18	"GUAGUI"	15	0	1.17609125905568	0.109240968588203
18	"INGLAU"	14	1	1.14612803567824	0.109240968588203
18	"SAPLAU"	10	1	1	0.109240968588203
18	"INGLAU"	19.5	0	1.29003461136252	0.109240968588203
18	"INGLAU"	16	1	1.20411998265592	0.109240968588203
18	"INGLAU"	20.5	1	1.31175386105575	0.109240968588203
18	"PREMON"	31	0	1.49136169383427	0.109240968588203
18	"GUAGUI"	13	1	1.11394335230684	0.109240968588203
18	"TABHET"	10.5	1	1.02118929906994	0.109240968588203
18	"INGLAU"	19	0	1.27875360095283	0.109240968588203
18	"GUAGUI"	12	0	1.07918124604762	0.109240968588203
18	"PSYBER"	12	1	1.07918124604762	0.109240968588203
18	"PREMON"	13	0	1.11394335230684	0.109240968588203
18	"INGLAU"	15	0	1.17609125905568	0.109240968588203
18	"INGLAU"	18.5	1	1.26717172840301	0.109240968588203
18	"PSYBER"	11	0	1.04139268515822	0.109240968588203
