"Month"	"Temperature"	"Year"	"nMonth"	"Date"	"Time"
"1384"	"Apr"	7.9	1971	4	"1971-04-15"	0.469
"2098"	"Jun"	12.4	1971	6	"1971-06-15"	0.53
"2455"	"Jul"	16.9	1971	7	"1971-07-15"	0.56
"2812"	"Aug"	15.6	1971	8	"1971-08-15"	0.591
"3169"	"Sep"	14	1971	9	"1971-09-15"	0.622
"3883"	"Nov"	6	1971	11	"1971-11-15"	0.683
"314"	"Jan"	3.9	1972	1	"1972-01-15"	0.744
"671"	"Feb"	4.3	1972	2	"1972-02-15"	0.775
"1385"	"Apr"	8.2	1972	4	"1972-04-15"	0.835
"2099"	"Jun"	11.8	1972	6	"1972-06-15"	0.896
"2456"	"Jul"	15.6	1972	7	"1972-07-15"	0.926
"2813"	"Aug"	15.1	1972	8	"1972-08-15"	0.957
"3170"	"Sep"	11.7	1972	9	"1972-09-15"	0.988
"3884"	"Nov"	6.3	1972	11	"1972-11-15"	1.049
"315"	"Jan"	4.5	1973	1	"1973-01-15"	1.11
"672"	"Feb"	4.3	1973	2	"1973-02-15"	1.141
"1386"	"Apr"	7	1973	4	"1973-04-15"	1.2
"2100"	"Jun"	14.8	1973	6	"1973-06-15"	1.261
"2457"	"Jul"	15.6	1973	7	"1973-07-15"	1.291
"2814"	"Aug"	16.5	1973	8	"1973-08-15"	1.322
"3171"	"Sep"	14.3	1973	9	"1973-09-15"	1.353
"3885"	"Nov"	6	1973	11	"1973-11-15"	1.414
"316"	"Jan"	5.9	1974	1	"1974-01-15"	1.475
"673"	"Feb"	5.4	1974	2	"1974-02-15"	1.506
"1387"	"Apr"	8.2	1974	4	"1974-04-15"	1.565
"2101"	"Jun"	13.9	1974	6	"1974-06-15"	1.626
"2458"	"Jul"	15.2	1974	7	"1974-07-15"	1.656
"2815"	"Aug"	15.2	1974	8	"1974-08-15"	1.687
"3172"	"Sep"	12.1	1974	9	"1974-09-15"	1.718
"3886"	"Nov"	6.8	1974	11	"1974-11-15"	1.779
"317"	"Jan"	6.8	1975	1	"1975-01-15"	1.84
"674"	"Feb"	4.4	1975	2	"1975-02-15"	1.871
"1388"	"Apr"	8.3	1975	4	"1975-04-15"	1.93
"2102"	"Jun"	14.7	1975	6	"1975-06-15"	1.991
"2459"	"Jul"	17.4	1975	7	"1975-07-15"	2.021
"2816"	"Aug"	18.7	1975	8	"1975-08-15"	2.052
"3173"	"Sep"	13.5	1975	9	"1975-09-15"	2.083
"3887"	"Nov"	6.3	1975	11	"1975-11-15"	2.144
"318"	"Jan"	5.9	1976	1	"1976-01-15"	2.205
"675"	"Feb"	4.5	1976	2	"1976-02-15"	2.236
"1389"	"Apr"	8.1	1976	4	"1976-04-15"	2.296
"2103"	"Jun"	17	1976	6	"1976-06-15"	2.357
"2460"	"Jul"	18.7	1976	7	"1976-07-15"	2.387
"2817"	"Aug"	17.6	1976	8	"1976-08-15"	2.418
"3174"	"Sep"	13.4	1976	9	"1976-09-15"	2.449
"3888"	"Nov"	6.3	1976	11	"1976-11-15"	2.51
"319"	"Jan"	2.8	1977	1	"1977-01-15"	2.571
"676"	"Feb"	5.2	1977	2	"1977-02-15"	2.602
"1390"	"Apr"	7.2	1977	4	"1977-04-15"	2.661
"2104"	"Jun"	12.2	1977	6	"1977-06-15"	2.722
"2461"	"Jul"	15.9	1977	7	"1977-07-15"	2.752
"2818"	"Aug"	15.2	1977	8	"1977-08-15"	2.783
"3175"	"Sep"	13.3	1977	9	"1977-09-15"	2.814
"3889"	"Nov"	6.6	1977	11	"1977-11-15"	2.875
"320"	"Jan"	3.4	1978	1	"1978-01-15"	2.936
"677"	"Feb"	2.8	1978	2	"1978-02-15"	2.967
"1391"	"Apr"	6.5	1978	4	"1978-04-15"	3.026
"2105"	"Jun"	13.7	1978	6	"1978-06-15"	3.087
"2462"	"Jul"	14.8	1978	7	"1978-07-15"	3.117
"2819"	"Aug"	15	1978	8	"1978-08-15"	3.148
"3176"	"Sep"	14.2	1978	9	"1978-09-15"	3.179
"3890"	"Nov"	8.5	1978	11	"1978-11-15"	3.24
"321"	"Jan"	-0.4	1979	1	"1979-01-15"	3.301
"678"	"Feb"	1.2	1979	2	"1979-02-15"	3.332
"1392"	"Apr"	7.8	1979	4	"1979-04-15"	3.391
"2106"	"Jun"	13.9	1979	6	"1979-06-15"	3.452
"2463"	"Jul"	16.2	1979	7	"1979-07-15"	3.482
"2820"	"Aug"	14.9	1979	8	"1979-08-15"	3.513
"3177"	"Sep"	13.5	1979	9	"1979-09-15"	3.544
"3891"	"Nov"	6.8	1979	11	"1979-11-15"	3.605
"322"	"Jan"	2.3	1980	1	"1980-01-15"	3.666
"679"	"Feb"	5.7	1980	2	"1980-02-15"	3.697
"1393"	"Apr"	8.8	1980	4	"1980-04-15"	3.757
"2107"	"Jun"	13.8	1980	6	"1980-06-15"	3.818
"2464"	"Jul"	14.7	1980	7	"1980-07-15"	3.848
"2821"	"Aug"	15.9	1980	8	"1980-08-15"	3.879
"3178"	"Sep"	14.7	1980	9	"1980-09-15"	3.91
"3892"	"Nov"	6.6	1980	11	"1980-11-15"	3.971
"323"	"Jan"	4.9	1981	1	"1981-01-15"	4.032
"680"	"Feb"	3	1981	2	"1981-02-15"	4.063
"1394"	"Apr"	7.8	1981	4	"1981-04-15"	4.122
"2108"	"Jun"	13.2	1981	6	"1981-06-15"	4.183
"2465"	"Jul"	15.5	1981	7	"1981-07-15"	4.213
"2822"	"Aug"	16.2	1981	8	"1981-08-15"	4.244
"3179"	"Sep"	14.5	1981	9	"1981-09-15"	4.275
"3893"	"Nov"	7.8	1981	11	"1981-11-15"	4.336
"324"	"Jan"	2.6	1982	1	"1982-01-15"	4.397
"681"	"Feb"	4.8	1982	2	"1982-02-15"	4.428
"1395"	"Apr"	8.6	1982	4	"1982-04-15"	4.487
"2109"	"Jun"	15.5	1982	6	"1982-06-15"	4.548
"2466"	"Jul"	16.5	1982	7	"1982-07-15"	4.578
"2823"	"Aug"	15.7	1982	8	"1982-08-15"	4.609
"3180"	"Sep"	14.2	1982	9	"1982-09-15"	4.64
"3894"	"Nov"	8	1982	11	"1982-11-15"	4.701
"325"	"Jan"	6.7	1983	1	"1983-01-15"	4.762
"682"	"Feb"	1.7	1983	2	"1983-02-15"	4.793
"1396"	"Apr"	6.8	1983	4	"1983-04-15"	4.852
"2110"	"Jun"	14.4	1983	6	"1983-06-15"	4.913
"2467"	"Jul"	19.5	1983	7	"1983-07-15"	4.943
"2824"	"Aug"	17.3	1983	8	"1983-08-15"	4.974
"3181"	"Sep"	13.7	1983	9	"1983-09-15"	5.005
"3895"	"Nov"	7.5	1983	11	"1983-11-15"	5.066
"326"	"Jan"	3.8	1984	1	"1984-01-15"	5.127
"683"	"Feb"	3.3	1984	2	"1984-02-15"	5.158
"1397"	"Apr"	8.1	1984	4	"1984-04-15"	5.218
"2111"	"Jun"	14.5	1984	6	"1984-06-15"	5.279
"2468"	"Jul"	16.9	1984	7	"1984-07-15"	5.309
"2825"	"Aug"	17.6	1984	8	"1984-08-15"	5.34
"3182"	"Sep"	13.7	1984	9	"1984-09-15"	5.371
"3896"	"Nov"	8	1984	11	"1984-11-15"	5.432
"327"	"Jan"	0.8	1985	1	"1985-01-15"	5.493
"684"	"Feb"	2.1	1985	2	"1985-02-15"	5.524
"1398"	"Apr"	8.3	1985	4	"1985-04-15"	5.583
"2112"	"Jun"	12.7	1985	6	"1985-06-15"	5.644
"2469"	"Jul"	16.2	1985	7	"1985-07-15"	5.674
"2826"	"Aug"	14.6	1985	8	"1985-08-15"	5.705
"3183"	"Sep"	14.6	1985	9	"1985-09-15"	5.736
"3897"	"Nov"	4.1	1985	11	"1985-11-15"	5.797
"328"	"Jan"	3.5	1986	1	"1986-01-15"	5.858
"685"	"Feb"	-1.1	1986	2	"1986-02-15"	5.889
"1399"	"Apr"	5.8	1986	4	"1986-04-15"	5.948
"2113"	"Jun"	14.8	1986	6	"1986-06-15"	6.009
"2470"	"Jul"	15.9	1986	7	"1986-07-15"	6.039
"2827"	"Aug"	13.7	1986	8	"1986-08-15"	6.07
"3184"	"Sep"	11.3	1986	9	"1986-09-15"	6.101
"3898"	"Nov"	7.8	1986	11	"1986-11-15"	6.162
"329"	"Jan"	0.8	1987	1	"1987-01-15"	6.223
"686"	"Feb"	3.6	1987	2	"1987-02-15"	6.254
"1400"	"Apr"	10.3	1987	4	"1987-04-15"	6.313
"2114"	"Jun"	12.8	1987	6	"1987-06-15"	6.374
"2471"	"Jul"	15.9	1987	7	"1987-07-15"	6.404
"2828"	"Aug"	15.6	1987	8	"1987-08-15"	6.435
"3185"	"Sep"	13.6	1987	9	"1987-09-15"	6.466
"3899"	"Nov"	6.5	1987	11	"1987-11-15"	6.527
"330"	"Jan"	5.3	1988	1	"1988-01-15"	6.588
"687"	"Feb"	4.9	1988	2	"1988-02-15"	6.619
"1401"	"Apr"	8.2	1988	4	"1988-04-15"	6.679
"2115"	"Jun"	14.4	1988	6	"1988-06-15"	6.74
"2472"	"Jul"	14.7	1988	7	"1988-07-15"	6.77
"2829"	"Aug"	15.2	1988	8	"1988-08-15"	6.801
"3186"	"Sep"	13.2	1988	9	"1988-09-15"	6.832
"3900"	"Nov"	5.2	1988	11	"1988-11-15"	6.893
"331"	"Jan"	6.1	1989	1	"1989-01-15"	6.954
"688"	"Feb"	5.9	1989	2	"1989-02-15"	6.985
"1402"	"Apr"	6.6	1989	4	"1989-04-15"	7.044
"2116"	"Jun"	14.6	1989	6	"1989-06-15"	7.105
"2473"	"Jul"	18.2	1989	7	"1989-07-15"	7.135
"2830"	"Aug"	16.6	1989	8	"1989-08-15"	7.166
"3187"	"Sep"	14.7	1989	9	"1989-09-15"	7.197
"3901"	"Nov"	6.2	1989	11	"1989-11-15"	7.258
"332"	"Jan"	6.5	1990	1	"1990-01-15"	7.319
"689"	"Feb"	7.3	1990	2	"1990-02-15"	7.35
"1403"	"Apr"	8	1990	4	"1990-04-15"	7.409
"2117"	"Jun"	13.6	1990	6	"1990-06-15"	7.47
"2474"	"Jul"	16.9	1990	7	"1990-07-15"	7.5
"2831"	"Aug"	18	1990	8	"1990-08-15"	7.531
"3188"	"Sep"	13.2	1990	9	"1990-09-15"	7.562
"3902"	"Nov"	6.9	1990	11	"1990-11-15"	7.623
"333"	"Jan"	3.3	1991	1	"1991-01-15"	7.684
"690"	"Feb"	1.5	1991	2	"1991-02-15"	7.715
"1404"	"Apr"	7.9	1991	4	"1991-04-15"	7.774
"2118"	"Jun"	12.1	1991	6	"1991-06-15"	7.835
"2475"	"Jul"	17.3	1991	7	"1991-07-15"	7.865
"2832"	"Aug"	17.1	1991	8	"1991-08-15"	7.896
"3189"	"Sep"	14.7	1991	9	"1991-09-15"	7.927
"3903"	"Nov"	6.8	1991	11	"1991-11-15"	7.988
"334"	"Jan"	3.7	1992	1	"1992-01-15"	8.049
"691"	"Feb"	5.4	1992	2	"1992-02-15"	8.08
"1405"	"Apr"	8.7	1992	4	"1992-04-15"	8.14
"2119"	"Jun"	15.7	1992	6	"1992-06-15"	8.201
"2476"	"Jul"	16.2	1992	7	"1992-07-15"	8.231
"2833"	"Aug"	15.3	1992	8	"1992-08-15"	8.262
"3190"	"Sep"	13.4	1992	9	"1992-09-15"	8.293
"3904"	"Nov"	7.4	1992	11	"1992-11-15"	8.354
"335"	"Jan"	5.9	1993	1	"1993-01-15"	8.415
"692"	"Feb"	4.6	1993	2	"1993-02-15"	8.446
"1406"	"Apr"	9.5	1993	4	"1993-04-15"	8.505
"2120"	"Jun"	15	1993	6	"1993-06-15"	8.566
"2477"	"Jul"	15.2	1993	7	"1993-07-15"	8.596
"2834"	"Aug"	14.6	1993	8	"1993-08-15"	8.627
"3191"	"Sep"	12.4	1993	9	"1993-09-15"	8.658
"3905"	"Nov"	4.6	1993	11	"1993-11-15"	8.719
"336"	"Jan"	5.3	1994	1	"1994-01-15"	8.78
"693"	"Feb"	3.2	1994	2	"1994-02-15"	8.811
"1407"	"Apr"	8.1	1994	4	"1994-04-15"	8.87
"2121"	"Jun"	14.5	1994	6	"1994-06-15"	8.931
"2478"	"Jul"	18	1994	7	"1994-07-15"	8.961
"2835"	"Aug"	16	1994	8	"1994-08-15"	8.992
"3192"	"Sep"	12.7	1994	9	"1994-09-15"	9.023
"3906"	"Nov"	10.1	1994	11	"1994-11-15"	9.084
"337"	"Jan"	4.8	1995	1	"1995-01-15"	9.145
"694"	"Feb"	6.5	1995	2	"1995-02-15"	9.176
"1408"	"Apr"	9.1	1995	4	"1995-04-15"	9.235
"2122"	"Jun"	14.3	1995	6	"1995-06-15"	9.296
"2479"	"Jul"	18.6	1995	7	"1995-07-15"	9.326
"2836"	"Aug"	19.2	1995	8	"1995-08-15"	9.357
"3193"	"Sep"	13.7	1995	9	"1995-09-15"	9.388
"3907"	"Nov"	7.7	1995	11	"1995-11-15"	9.449
"338"	"Jan"	4.3	1996	1	"1996-01-15"	9.51
"695"	"Feb"	2.5	1996	2	"1996-02-15"	9.541
"1409"	"Apr"	8.5	1996	4	"1996-04-15"	9.601
"2123"	"Jun"	14.4	1996	6	"1996-06-15"	9.662
"2480"	"Jul"	16.5	1996	7	"1996-07-15"	9.692
"2837"	"Aug"	16.5	1996	8	"1996-08-15"	9.723
"3194"	"Sep"	13.6	1996	9	"1996-09-15"	9.754
"3908"	"Nov"	5.9	1996	11	"1996-11-15"	9.815
"339"	"Jan"	2.5	1997	1	"1997-01-15"	9.876
"696"	"Feb"	6.7	1997	2	"1997-02-15"	9.907
"1410"	"Apr"	9	1997	4	"1997-04-15"	9.966
"2124"	"Jun"	14.1	1997	6	"1997-06-15"	10.027
"2481"	"Jul"	16.7	1997	7	"1997-07-15"	10.057
"2838"	"Aug"	18.9	1997	8	"1997-08-15"	10.088
"3195"	"Sep"	14.2	1997	9	"1997-09-15"	10.119
"3909"	"Nov"	8.4	1997	11	"1997-11-15"	10.18
"340"	"Jan"	5.2	1998	1	"1998-01-15"	10.241
"697"	"Feb"	7.3	1998	2	"1998-02-15"	10.272
"1411"	"Apr"	7.7	1998	4	"1998-04-15"	10.331
"2125"	"Jun"	14.2	1998	6	"1998-06-15"	10.392
"2482"	"Jul"	15.5	1998	7	"1998-07-15"	10.422
"2839"	"Aug"	15.9	1998	8	"1998-08-15"	10.453
"3196"	"Sep"	14.9	1998	9	"1998-09-15"	10.484
"3910"	"Nov"	6.2	1998	11	"1998-11-15"	10.545
"341"	"Jan"	5.5	1999	1	"1999-01-15"	10.606
"698"	"Feb"	5.3	1999	2	"1999-02-15"	10.637
"1412"	"Apr"	9.4	1999	4	"1999-04-15"	10.696
"2126"	"Jun"	13.9	1999	6	"1999-06-15"	10.757
"2483"	"Jul"	17.7	1999	7	"1999-07-15"	10.787
"2840"	"Aug"	16.1	1999	8	"1999-08-15"	10.818
"3197"	"Sep"	15.6	1999	9	"1999-09-15"	10.849
"3911"	"Nov"	7.9	1999	11	"1999-11-15"	10.91
"342"	"Jan"	4.9	2000	1	"2000-01-15"	10.971
"699"	"Feb"	6.3	2000	2	"2000-02-15"	11.002
"1413"	"Apr"	7.8	2000	4	"2000-04-15"	11.062
"2127"	"Jun"	15.1	2000	6	"2000-06-15"	11.123
"2484"	"Jul"	15.5	2000	7	"2000-07-15"	11.153
"2841"	"Aug"	16.6	2000	8	"2000-08-15"	11.184
"3198"	"Sep"	14.7	2000	9	"2000-09-15"	11.215
"3912"	"Nov"	7	2000	11	"2000-11-15"	11.276
"343"	"Jan"	3.2	2001	1	"2001-01-15"	11.337
"700"	"Feb"	4.4	2001	2	"2001-02-15"	11.368
"1414"	"Apr"	7.7	2001	4	"2001-04-15"	11.427
"2128"	"Jun"	14.3	2001	6	"2001-06-15"	11.488
"2485"	"Jul"	17.2	2001	7	"2001-07-15"	11.518
"2842"	"Aug"	16.8	2001	8	"2001-08-15"	11.549
"3199"	"Sep"	13.4	2001	9	"2001-09-15"	11.58
"3913"	"Nov"	7.5	2001	11	"2001-11-15"	11.641
"344"	"Jan"	5.5	2002	1	"2002-01-15"	11.702
"701"	"Feb"	7	2002	2	"2002-02-15"	11.733
"1415"	"Apr"	9.3	2002	4	"2002-04-15"	11.792
"2129"	"Jun"	14.4	2002	6	"2002-06-15"	11.853
"2486"	"Jul"	16	2002	7	"2002-07-15"	11.883
"2843"	"Aug"	17	2002	8	"2002-08-15"	11.914
"3200"	"Sep"	14.4	2002	9	"2002-09-15"	11.945
"3914"	"Nov"	8.5	2002	11	"2002-11-15"	12.006
"345"	"Jan"	4.5	2003	1	"2003-01-15"	12.067
"702"	"Feb"	3.9	2003	2	"2003-02-15"	12.098
"1416"	"Apr"	9.6	2003	4	"2003-04-15"	12.157
"2130"	"Jun"	16.1	2003	6	"2003-06-15"	12.218
"2487"	"Jul"	17.6	2003	7	"2003-07-15"	12.248
"2844"	"Aug"	18.3	2003	8	"2003-08-15"	12.279
"3201"	"Sep"	14.3	2003	9	"2003-09-15"	12.31
"3915"	"Nov"	8.1	2003	11	"2003-11-15"	12.371
"346"	"Jan"	5.2	2004	1	"2004-01-15"	12.432
"703"	"Feb"	5.4	2004	2	"2004-02-15"	12.463
"1417"	"Apr"	9.4	2004	4	"2004-04-15"	12.523
"2131"	"Jun"	15.3	2004	6	"2004-06-15"	12.584
"2488"	"Jul"	15.8	2004	7	"2004-07-15"	12.614
"2845"	"Aug"	17.6	2004	8	"2004-08-15"	12.645
"3202"	"Sep"	14.9	2004	9	"2004-09-15"	12.676
"3916"	"Nov"	7.7	2004	11	"2004-11-15"	12.737
"347"	"Jan"	6	2005	1	"2005-01-15"	12.798
"704"	"Feb"	4.3	2005	2	"2005-02-15"	12.829
"1418"	"Apr"	8.9	2005	4	"2005-04-15"	12.888
"2132"	"Jun"	15.5	2005	6	"2005-06-15"	12.949
"2489"	"Jul"	16.9	2005	7	"2005-07-15"	12.979
"2846"	"Aug"	16.2	2005	8	"2005-08-15"	13.01
"3203"	"Sep"	15.2	2005	9	"2005-09-15"	13.041
"3917"	"Nov"	6.2	2005	11	"2005-11-15"	13.102
"348"	"Jan"	4.3	2006	1	"2006-01-15"	13.163
"705"	"Feb"	3.7	2006	2	"2006-02-15"	13.194
"1419"	"Apr"	8.6	2006	4	"2006-04-15"	13.253
"2133"	"Jun"	15.9	2006	6	"2006-06-15"	13.314
"2490"	"Jul"	19.7	2006	7	"2006-07-15"	13.344
"2847"	"Aug"	16.1	2006	8	"2006-08-15"	13.375
"3204"	"Sep"	16.8	2006	9	"2006-09-15"	13.406
"3918"	"Nov"	8.1	2006	11	"2006-11-15"	13.467
"349"	"Jan"	7	2007	1	"2007-01-15"	13.528
"706"	"Feb"	5.8	2007	2	"2007-02-15"	13.559
"1420"	"Apr"	11.2	2007	4	"2007-04-15"	13.618
"2134"	"Jun"	15.1	2007	6	"2007-06-15"	13.679
"2491"	"Jul"	15.2	2007	7	"2007-07-15"	13.709
"2848"	"Aug"	15.4	2007	8	"2007-08-15"	13.74
"3205"	"Sep"	13.8	2007	9	"2007-09-15"	13.771
"3919"	"Nov"	7.3	2007	11	"2007-11-15"	13.832
"350"	"Jan"	6.6	2008	1	"2008-01-15"	13.893
"707"	"Feb"	5.4	2008	2	"2008-02-15"	13.924
"1421"	"Apr"	7.9	2008	4	"2008-04-15"	13.984
"2135"	"Jun"	13.9	2008	6	"2008-06-15"	14.045
"2492"	"Jul"	16.2	2008	7	"2008-07-15"	14.075
"2849"	"Aug"	16.2	2008	8	"2008-08-15"	14.106
"3206"	"Sep"	13.5	2008	9	"2008-09-15"	14.137
"3920"	"Nov"	7	2008	11	"2008-11-15"	14.198
"351"	"Jan"	3	2009	1	"2009-01-15"	14.259
"708"	"Feb"	4.1	2009	2	"2009-02-15"	14.29
"1422"	"Apr"	10	2009	4	"2009-04-15"	14.349
"2136"	"Jun"	14.8	2009	6	"2009-06-15"	14.41
"2493"	"Jul"	16.1	2009	7	"2009-07-15"	14.44
"2850"	"Aug"	16.6	2009	8	"2009-08-15"	14.471
"3207"	"Sep"	14.2	2009	9	"2009-09-15"	14.502
"3921"	"Nov"	8.7	2009	11	"2009-11-15"	14.563
"352"	"Jan"	1.4	2010	1	"2010-01-15"	14.624
"709"	"Feb"	2.8	2010	2	"2010-02-15"	14.655
"1423"	"Apr"	8.8	2010	4	"2010-04-15"	14.714
"2137"	"Jun"	15.2	2010	6	"2010-06-15"	14.775
"2494"	"Jul"	17.1	2010	7	"2010-07-15"	14.805
"2851"	"Aug"	15.3	2010	8	"2010-08-15"	14.836
"3208"	"Sep"	13.8	2010	9	"2010-09-15"	14.867
"3922"	"Nov"	5.2	2010	11	"2010-11-15"	14.928
"353"	"Jan"	3.7	2011	1	"2011-01-15"	14.989
"710"	"Feb"	6.4	2011	2	"2011-02-15"	15.02
"1424"	"Apr"	11.8	2011	4	"2011-04-15"	15.079
"2138"	"Jun"	13.8	2011	6	"2011-06-15"	15.14
"2495"	"Jul"	15.2	2011	7	"2011-07-15"	15.17
"2852"	"Aug"	15.4	2011	8	"2011-08-15"	15.201
"3209"	"Sep"	15.1	2011	9	"2011-09-15"	15.232
"3923"	"Nov"	9.6	2011	11	"2011-11-15"	15.293
"354"	"Jan"	5.4	2012	1	"2012-01-15"	15.354
"711"	"Feb"	3.8	2012	2	"2012-02-15"	15.385
"1425"	"Apr"	7.2	2012	4	"2012-04-15"	15.445
"2139"	"Jun"	13.5	2012	6	"2012-06-15"	15.506
"2496"	"Jul"	15.5	2012	7	"2012-07-15"	15.536
"2853"	"Aug"	16.6	2012	8	"2012-08-15"	15.567
"3210"	"Sep"	13	2012	9	"2012-09-15"	15.598
"3924"	"Nov"	6.8	2012	11	"2012-11-15"	15.659
"355"	"Jan"	3.5	2013	1	"2013-01-15"	15.72
"712"	"Feb"	3.2	2013	2	"2013-02-15"	15.751
"1426"	"Apr"	7.5	2013	4	"2013-04-15"	15.81
"2140"	"Jun"	13.6	2013	6	"2013-06-15"	15.871
"2497"	"Jul"	18.3	2013	7	"2013-07-15"	15.901
"2854"	"Aug"	16.9	2013	8	"2013-08-15"	15.932
"3211"	"Sep"	13.7	2013	9	"2013-09-15"	15.963
"3925"	"Nov"	6.2	2013	11	"2013-11-15"	16.024
"356"	"Jan"	5.7	2014	1	"2014-01-15"	16.085
"713"	"Feb"	6.2	2014	2	"2014-02-15"	16.116
"1427"	"Apr"	10.2	2014	4	"2014-04-15"	16.175
"2141"	"Jun"	15.1	2014	6	"2014-06-15"	16.236
"2498"	"Jul"	17.7	2014	7	"2014-07-15"	16.266
"2855"	"Aug"	14.9	2014	8	"2014-08-15"	16.297
"3212"	"Sep"	15.1	2014	9	"2014-09-15"	16.328
"3926"	"Nov"	8.6	2014	11	"2014-11-15"	16.389
"357"	"Jan"	4.4	2015	1	"2015-01-15"	16.45
"714"	"Feb"	4	2015	2	"2015-02-15"	16.481
"1428"	"Apr"	9	2015	4	"2015-04-15"	16.54
"2142"	"Jun"	14	2015	6	"2015-06-15"	16.601
"2499"	"Jul"	15.9	2015	7	"2015-07-15"	16.631
"2856"	"Aug"	15.9	2015	8	"2015-08-15"	16.662
"3213"	"Sep"	12.6	2015	9	"2015-09-15"	16.693
"3927"	"Nov"	9.5	2015	11	"2015-11-15"	16.754
"715"	"Mar"	6	1659	3	NA	NA
"716"	"Mar"	6	1660	3	NA	NA
"717"	"Mar"	6	1661	3	NA	NA
"718"	"Mar"	6	1662	3	NA	NA
"719"	"Mar"	5	1663	3	NA	NA
"720"	"Mar"	5	1664	3	NA	NA
"721"	"Mar"	5	1665	3	NA	NA
"722"	"Mar"	6	1666	3	NA	NA
"723"	"Mar"	2	1667	3	NA	NA
"724"	"Mar"	5	1668	3	NA	NA
"725"	"Mar"	5	1669	3	NA	NA
"726"	"Mar"	5	1670	3	NA	NA
"727"	"Mar"	5	1671	3	NA	NA
"728"	"Mar"	5	1672	3	NA	NA
"729"	"Mar"	5.5	1673	3	NA	NA
"730"	"Mar"	1	1674	3	NA	NA
"731"	"Mar"	3	1675	3	NA	NA
"732"	"Mar"	5	1676	3	NA	NA
"733"	"Mar"	7	1677	3	NA	NA
"734"	"Mar"	4	1678	3	NA	NA
"735"	"Mar"	4.5	1679	3	NA	NA
"736"	"Mar"	6	1680	3	NA	NA
"737"	"Mar"	4	1681	3	NA	NA
"738"	"Mar"	4.5	1682	3	NA	NA
"739"	"Mar"	5.5	1683	3	NA	NA
"740"	"Mar"	3	1684	3	NA	NA
"741"	"Mar"	5	1685	3	NA	NA
"742"	"Mar"	7	1686	3	NA	NA
"743"	"Mar"	4.5	1687	3	NA	NA
"744"	"Mar"	3.5	1688	3	NA	NA
"745"	"Mar"	5	1689	3	NA	NA
"746"	"Mar"	4.5	1690	3	NA	NA
"747"	"Mar"	5	1691	3	NA	NA
"748"	"Mar"	4	1692	3	NA	NA
"749"	"Mar"	3	1693	3	NA	NA
"750"	"Mar"	3.5	1694	3	NA	NA
"751"	"Mar"	3.5	1695	3	NA	NA
"752"	"Mar"	3.5	1696	3	NA	NA
"753"	"Mar"	5.5	1697	3	NA	NA
"754"	"Mar"	3.5	1698	3	NA	NA
"755"	"Mar"	3.9	1699	3	NA	NA
"756"	"Mar"	3.6	1700	3	NA	NA
"757"	"Mar"	2.8	1701	3	NA	NA
"758"	"Mar"	5.8	1702	3	NA	NA
"759"	"Mar"	5.6	1703	3	NA	NA
"760"	"Mar"	5.3	1704	3	NA	NA
"761"	"Mar"	4.4	1705	3	NA	NA
"762"	"Mar"	6.4	1706	3	NA	NA
"763"	"Mar"	5	1707	3	NA	NA
"764"	"Mar"	6.5	1708	3	NA	NA
"765"	"Mar"	3	1709	3	NA	NA
"766"	"Mar"	6	1710	3	NA	NA
"767"	"Mar"	5.5	1711	3	NA	NA
"768"	"Mar"	5	1712	3	NA	NA
"769"	"Mar"	4.5	1713	3	NA	NA
"770"	"Mar"	5	1714	3	NA	NA
"771"	"Mar"	6.5	1715	3	NA	NA
"772"	"Mar"	4.5	1716	3	NA	NA
"773"	"Mar"	4.5	1717	3	NA	NA
"774"	"Mar"	5.5	1718	3	NA	NA
"775"	"Mar"	5	1719	3	NA	NA
"776"	"Mar"	4	1720	3	NA	NA
"777"	"Mar"	3.5	1721	3	NA	NA
"778"	"Mar"	6	1722	3	NA	NA
"779"	"Mar"	7.5	1723	3	NA	NA
"780"	"Mar"	4.7	1724	3	NA	NA
"781"	"Mar"	5	1725	3	NA	NA
"782"	"Mar"	4.2	1726	3	NA	NA
"783"	"Mar"	5.1	1727	3	NA	NA
"784"	"Mar"	7.1	1728	3	NA	NA
"785"	"Mar"	2.8	1729	3	NA	NA
"786"	"Mar"	6.2	1730	3	NA	NA
"787"	"Mar"	6	1731	3	NA	NA
"788"	"Mar"	6.1	1732	3	NA	NA
"789"	"Mar"	5.9	1733	3	NA	NA
"790"	"Mar"	8.1	1734	3	NA	NA
"791"	"Mar"	5.8	1735	3	NA	NA
"792"	"Mar"	6.9	1736	3	NA	NA
"793"	"Mar"	6.1	1737	3	NA	NA
"794"	"Mar"	5.5	1738	3	NA	NA
"795"	"Mar"	5.8	1739	3	NA	NA
"796"	"Mar"	3.9	1740	3	NA	NA
"797"	"Mar"	4.2	1741	3	NA	NA
"798"	"Mar"	4.1	1742	3	NA	NA
"799"	"Mar"	5.3	1743	3	NA	NA
"800"	"Mar"	4.8	1744	3	NA	NA
"801"	"Mar"	4.4	1745	3	NA	NA
"802"	"Mar"	3.1	1746	3	NA	NA
"803"	"Mar"	2.5	1747	3	NA	NA
"804"	"Mar"	1.8	1748	3	NA	NA
"805"	"Mar"	5.3	1749	3	NA	NA
"806"	"Mar"	8.2	1750	3	NA	NA
"807"	"Mar"	6.2	1751	3	NA	NA
"808"	"Mar"	5.6	1752	3	NA	NA
